"VRSTA ŽIVINE","2003 Število kmetijskih gospodarstev Pomurska","2003 Število kmetijskih gospodarstev Podravska","2003 Število kmetijskih gospodarstev Koroška","2003 Število kmetijskih gospodarstev Savinjska","2003 Število kmetijskih gospodarstev Zasavska","2003 Število kmetijskih gospodarstev Posavska","2003 Število kmetijskih gospodarstev Jugovzhodna Slovenija","2003 Število kmetijskih gospodarstev Osrednjeslovenska","2003 Število kmetijskih gospodarstev Gorenjska","2003 Število kmetijskih gospodarstev Primorsko-notranjska","2003 Število kmetijskih gospodarstev Goriška","2003 Število kmetijskih gospodarstev Obalno-kraška","2003 Število živali Pomurska","2003 Število živali Podravska","2003 Število živali Koroška","2003 Število živali Savinjska","2003 Število živali Zasavska","2003 Število živali Posavska","2003 Število živali Jugovzhodna Slovenija","2003 Število živali Osrednjeslovenska","2003 Število živali Gorenjska","2003 Število živali Primorsko-notranjska","2003 Število živali Goriška","2003 Število živali Obalno-kraška","2005 Število kmetijskih gospodarstev Pomurska","2005 Število kmetijskih gospodarstev Podravska","2005 Število kmetijskih gospodarstev Koroška","2005 Število kmetijskih gospodarstev Savinjska","2005 Število kmetijskih gospodarstev Zasavska","2005 Število kmetijskih gospodarstev Posavska","2005 Število kmetijskih gospodarstev Jugovzhodna Slovenija","2005 Število kmetijskih gospodarstev Osrednjeslovenska","2005 Število kmetijskih gospodarstev Gorenjska","2005 Število kmetijskih gospodarstev Primorsko-notranjska","2005 Število kmetijskih gospodarstev Goriška","2005 Število kmetijskih gospodarstev Obalno-kraška","2005 Število živali Pomurska","2005 Število živali Podravska","2005 Število živali Koroška","2005 Število živali Savinjska","2005 Število živali Zasavska","2005 Število živali Posavska","2005 Število živali Jugovzhodna Slovenija","2005 Število živali Osrednjeslovenska","2005 Število živali Gorenjska","2005 Število živali Primorsko-notranjska","2005 Število živali Goriška","2005 Število živali Obalno-kraška","2007 Število kmetijskih gospodarstev Pomurska","2007 Število kmetijskih gospodarstev Podravska","2007 Število kmetijskih gospodarstev Koroška","2007 Število kmetijskih gospodarstev Savinjska","2007 Število kmetijskih gospodarstev Zasavska","2007 Število kmetijskih gospodarstev Posavska","2007 Število kmetijskih gospodarstev Jugovzhodna Slovenija","2007 Število kmetijskih gospodarstev Osrednjeslovenska","2007 Število kmetijskih gospodarstev Gorenjska","2007 Število kmetijskih gospodarstev Primorsko-notranjska","2007 Število kmetijskih gospodarstev Goriška","2007 Število kmetijskih gospodarstev Obalno-kraška","2007 Število živali Pomurska","2007 Število živali Podravska","2007 Število živali Koroška","2007 Število živali Savinjska","2007 Število živali Zasavska","2007 Število živali Posavska","2007 Število živali Jugovzhodna Slovenija","2007 Število živali Osrednjeslovenska","2007 Število živali Gorenjska","2007 Število živali Primorsko-notranjska","2007 Število živali Goriška","2007 Število živali Obalno-kraška","2010 Število kmetijskih gospodarstev Pomurska","2010 Število kmetijskih gospodarstev Podravska","2010 Število kmetijskih gospodarstev Koroška","2010 Število kmetijskih gospodarstev Savinjska","2010 Število kmetijskih gospodarstev Zasavska","2010 Število kmetijskih gospodarstev Posavska","2010 Število kmetijskih gospodarstev Jugovzhodna Slovenija","2010 Število kmetijskih gospodarstev Osrednjeslovenska","2010 Število kmetijskih gospodarstev Gorenjska","2010 Število kmetijskih gospodarstev Primorsko-notranjska","2010 Število kmetijskih gospodarstev Goriška","2010 Število kmetijskih gospodarstev Obalno-kraška","2010 Število živali Pomurska","2010 Število živali Podravska","2010 Število živali Koroška","2010 Število živali Savinjska","2010 Število živali Zasavska","2010 Število živali Posavska","2010 Število živali Jugovzhodna Slovenija","2010 Število živali Osrednjeslovenska","2010 Število živali Gorenjska","2010 Število živali Primorsko-notranjska","2010 Število živali Goriška","2010 Število živali Obalno-kraška","2013 Število kmetijskih gospodarstev Pomurska","2013 Število kmetijskih gospodarstev Podravska","2013 Število kmetijskih gospodarstev Koroška","2013 Število kmetijskih gospodarstev Savinjska","2013 Število kmetijskih gospodarstev Zasavska","2013 Število kmetijskih gospodarstev Posavska","2013 Število kmetijskih gospodarstev Jugovzhodna Slovenija","2013 Število kmetijskih gospodarstev Osrednjeslovenska","2013 Število kmetijskih gospodarstev Gorenjska","2013 Število kmetijskih gospodarstev Primorsko-notranjska","2013 Število kmetijskih gospodarstev Goriška","2013 Število kmetijskih gospodarstev Obalno-kraška","2013 Število živali Pomurska","2013 Število živali Podravska","2013 Število živali Koroška","2013 Število živali Savinjska","2013 Število živali Zasavska","2013 Število živali Posavska","2013 Število živali Jugovzhodna Slovenija","2013 Število živali Osrednjeslovenska","2013 Število živali Gorenjska","2013 Število živali Primorsko-notranjska","2013 Število živali Goriška","2013 Število živali Obalno-kraška","2016 Število kmetijskih gospodarstev Pomurska","2016 Število kmetijskih gospodarstev Podravska","2016 Število kmetijskih gospodarstev Koroška","2016 Število kmetijskih gospodarstev Savinjska","2016 Število kmetijskih gospodarstev Zasavska","2016 Število kmetijskih gospodarstev Posavska","2016 Število kmetijskih gospodarstev Jugovzhodna Slovenija","2016 Število kmetijskih gospodarstev Osrednjeslovenska","2016 Število kmetijskih gospodarstev Gorenjska","2016 Število kmetijskih gospodarstev Primorsko-notranjska","2016 Število kmetijskih gospodarstev Goriška","2016 Število kmetijskih gospodarstev Obalno-kraška","2016 Število živali Pomurska","2016 Število živali Podravska","2016 Število živali Koroška","2016 Število živali Savinjska","2016 Število živali Zasavska","2016 Število živali Posavska","2016 Število živali Jugovzhodna Slovenija","2016 Število živali Osrednjeslovenska","2016 Število živali Gorenjska","2016 Število živali Primorsko-notranjska","2016 Število živali Goriška","2016 Število živali Obalno-kraška"
"Število glav velike živine [GVŽ]",9107,11547,2706,11041,983,4592,7649,8057,4393,2263,4632,1941,56568,88341,23864,74625,N,20985,40683,70722,39262,12559,19424,3110,8476,11362,2705,10656,1008,4596,7511,8266,4177,2183,4061,1907,50365,78165,23270,70570,5777,21276,38662,63387,38692,11135,16518,3772,8217,10969,2568,10326,865,4338,6861,7782,4033,1990,4010,1593,54222,83801,22393,72068,4660,20221,38738,64703,36872,13913,17607,4183,6748,9774,2503,9882,963,4190,6578,7335,3839,1932,3599,1305,43933,79851,23809,72636,5325,19333,39589,64274,39525,11298,18104,3876,6042,9180,2417,9691,807,4273,6932,7392,4033,1966,3676,1341,36830,73095,23974,69461,4389,19552,38613,60883,39177,11134,17683,4557,5980,8876,2709,8577,1546,4375,6825,6340,3702,1663,3708,1483,38056,73173,26281,70261,9995,22815,41211,60871,38054,12742,19700,5525
"Govedo",3810,6894,2369,9274,898,2913,4778,7047,3958,1418,2858,520,40592,85214,28192,87383,N,21630,43374,79089,51177,10840,21194,N,3158,6270,2350,8577,868,2682,4415,7007,3699,1458,2638,553,38025,79472,28692,86736,7645,21390,41912,75553,50361,9704,18889,N,2932,5777,2259,8172,693,2297,4273,6484,3506,1329,2595,523,39454,87351,27173,88787,5761,20750,44077,77468,49168,9394,19846,3133,2206,5026,2090,7688,778,2128,3591,5841,3213,1168,2026,364,35153,84135,29084,89756,6741,20612,44059,77192,51914,11420,19682,2585,1736,4465,2061,7236,561,2199,3894,5504,3340,984,1849,259,33235,80672,29634,86376,5146,22021,45620,74488,51713,11294,19283,2585,1464,4160,2281,6883,1246,2222,3558,4722,2974,1052,1943,301,32973,81696,32346,88998,12468,25794,50443,74143,49631,13397,21074,3052
"Prašièi",8346,10030,1981,8141,421,3206,3121,1863,778,344,1087,167,235161,185928,10113,36829,N,35103,30457,60203,5290,N,4828,N,7421,9367,1826,6495,356,2821,2503,1381,623,240,737,174,208319,142895,6713,24680,N,32837,31040,47821,3766,721,N,N,7075,9013,1599,6442,270,2667,2143,937,474,247,660,163,238785,148351,6050,29142,756,30844,31028,50608,3157,864,3456,N,5606,7249,1407,5377,254,2293,1951,993,425,229,550,107,157817,102376,6117,25129,691,18090,15904,47146,3355,925,3416,1065,5059,6529,1166,4664,170,2029,2126,764,417,152,488,136,103877,83367,4395,21451,417,17330,13535,z,2557,508,3248,z,4428,5933,1392,4546,341,2242,1903,756,408,154,413,133,106351,69374,5224,19358,N,18905,13805,31797,2450,824,2409,1374
"Perutnina",6630,8691,1714,7615,517,3893,5939,5041,2605,1460,3495,1769,355087,1709295,152815,N,N,119784,152081,N,69277,N,N,63514,5577,8615,1498,6858,545,3760,5591,5120,2184,1325,2774,1665,357697,1071976,N,529142,N,89236,98354,397103,N,310871,180085,19418,4948,7116,1283,6385,495,3295,4983,4335,1913,1110,2577,1345,478533,1744793,N,791268,N,68293,125198,490272,62872,1092632,186128,N,4009,6411,1267,5978,466,3277,4751,3926,1779,1000,2385,991,468260,2272886,240396,791606,40691,76791,124285,616055,37961,72226,134118,25715,3709,5759,1215,5960,443,3289,5239,4427,2010,985,2507,1113,631657,1799223,194951,881670,57172,89029,104827,649735,52481,93239,136649,167391,3797,6521,1421,5615,808,3641,5443,3806,2057,862,2611,1259,924111,2317211,278899,864493,56901,112608,129788,740554,92739,N,177132,190639
"Konji",181,354,196,682,73,390,727,879,532,357,276,82,N,N,N,N,N,N,N,N,N,N,N,N,227,394,164,821,51,433,766,1092,465,347,227,140,N,N,N,2368,N,1758,3050,4126,N,N,682,N,210,480,171,822,89,450,768,908,475,362,231,113,N,N,N,2645,N,2119,2846,3814,N,1826,687,1049,253,572,224,911,66,467,1003,1021,520,379,348,184,796,1790,673,2788,230,2085,4285,4104,1587,1883,1302,1150,303,452,341,870,68,603,884,999,504,440,361,205,N,1645,914,2233,N,1861,3904,3788,1515,2026,1391,1165,217,560,N,727,N,540,707,1008,549,320,450,251,597,1601,N,1993,N,2126,2458,3725,1605,1782,1431,1209
"Ovce",114,341,426,951,102,196,1421,332,446,288,565,101,N,N,N,N,N,N,34895,N,N,N,N,N,124,654,453,1009,101,321,1223,478,509,250,509,115,N,N,6491,19944,2834,5586,31885,8255,11022,11123,14861,N,172,660,449,1255,97,364,1138,485,389,235,554,126,N,12652,6521,22187,N,5761,28560,9536,9947,12158,16171,5930,219,806,475,1135,120,418,1217,484,445,223,524,115,3319,12665,7444,20974,3173,6197,30585,10920,10082,10979,15804,5595,166,780,384,1278,103,379,1172,534,519,301,463,163,1911,11953,7479,22065,3181,6276,26480,10397,10959,9744,14503,5708,N,887,508,992,N,444,1154,482,448,139,562,125,3269,12491,7933,18727,N,9511,26100,9331,10016,6756,19174,5802
"Koze",258,600,273,643,48,266,376,564,260,84,469,133,N,N,N,N,N,N,N,N,N,N,N,N,286,430,166,768,87,238,376,622,402,102,527,103,N,N,N,N,N,N,N,N,N,N,N,N,266,466,196,774,87,207,291,606,456,113,595,74,N,N,N,N,N,N,N,N,N,N,6669,N,226,497,253,773,100,255,369,637,325,134,533,112,1569,3192,1593,5551,685,1760,3592,5968,2354,1446,5997,1157,192,404,112,714,112,162,407,698,476,137,501,106,929,N,576,4497,N,2190,3279,6067,2878,1951,5907,1308,158,494,N,669,N,469,500,654,434,N,502,151,696,2782,N,5153,N,3533,4894,6060,3993,1479,5607,1505
